,filename,text,emotion,processed_text,AWL,ASL,NOW,NVB,NAJ,NPV,NST,CDV,NTP,TPR
6837,Ses04M_impro05_M020,"I'm going to get very upset.  Like, I mean, I'm- I'm upset right now but I'm going to get really upset if you- if you don't do the check thing.",xxx,i m going to get very upset . like i mean i m i m upset right now but i m going to get really upset if you if you don t do the check thing .,2.810810810810811,18.5,37,10,8,0,2,9.25,0,0.0
6838,Ses04M_impro05_F016,I'm very sorry.,fru,i m very sorry .,2.4,5.0,5,1,2,0,1,5.0,0,0.0
6839,Ses04M_impro05_F017,I'm very sorry.  I understand you're upset.  You just got off a long flight.,neu,i m very sorry . i understand you re upset . you just got off a long flight .,3.1052631578947367,6.333333333333333,19,4,5,0,3,3.8,0,0.0
6840,Ses04M_impro05_M021,"You don't understand. You don't understand, actually.  You don't understand because it was my luggage that was lost.  Okay.",fru,you don t understand . you don t understand actually . you don t understand because it was my luggage that was lost . okay .,3.8076923076923075,6.5,26,6,3,1,4,5.2,0,0.0
6841,Ses04M_impro05_F018,We really -- we want to work with you. We really -- we want to help.,fru,we really we want to work with you . we really we want to help .,3.0625,8.0,16,4,0,0,2,16.0,0,0.0
6842,Ses04M_impro05_F019,I understand that.  I would know if it was mine. Um-,neu,i understand that . i would know if it was mine . um ,3.076923076923077,4.333333333333333,13,4,1,0,3,13.0,1,0.07692307692307693
6843,Ses04M_impro05_M022,"Yeah.  If it was yours, but it's not. It's mine.  Okay. So just--",ang,yeah . if it was yours but it s not . it s mine . okay . so just ,2.4210526315789473,3.8,19,3,0,0,5,0.0,0,0.0
6844,Ses04M_impro05_F020,But it's not.  It's yours.  I understand.,neu,but it s not . it s yours . i understand .,2.5833333333333335,4.0,12,3,1,0,3,12.0,0,0.0
6845,Ses04M_impro05_F021,I know.  We want to work with you.  We will give you the fifty dollars but I'm--,fru,i know . we want to work with you . we will give you the fifty dollars but i m ,2.95,6.666666666666667,20,5,1,0,3,5.0,0,0.0
6846,Ses04M_impro05_M023,"No, it's not going to be -- but it's not going to be fifty, it's going to be a hundred and fifty.  You're going to write three, you understand, three of- of the forms.  You're going to write three of them out and then give it to me.",xxx,no it s not going to be but it s not going to be fifty it s going to be a hundred and fifty . you re going to write three you understand three of of the forms . you re going to write three of them out and then give it to me .,3.109090909090909,18.333333333333332,55,18,1,0,3,6.875,0,0.0
6847,Ses04M_impro05_F022,"Yeah, we don't do that.  I can go ahead and send you--",fru,yeah we don t do that . i can go ahead and send you ,2.7142857142857144,7.0,14,4,1,0,2,7.0,0,0.0
6848,Ses04M_impro05_M024,You- you- you- you're misunderstanding me.  You're going to do that.,fru,you you you you re misunderstanding me . you re going to do that .,3.466666666666667,7.5,15,5,0,0,2,15.0,0,0.0
6849,Ses04M_impro05_F023,"We will definitely keep an eye out for your bag. We will try to find it.  We will, you know, fill out the form for missing items.",fru,we will definitely keep an eye out for your bag . we will try to find it . we will you know fill out the form for missing items .,3.3333333333333335,10.0,30,6,0,0,3,3.75,0,0.0
6850,Ses04M_impro05_M025,"Look, can I just -- can I speak to your manager, please?  'Cause I- I really -- I don't, um -- I mean, I just don't want to deal with -- I know that -- I mean, I know this isn't your fault,",fru,look can i just can i speak to your manager please ? cause i i really i don t um i mean i just don t want to deal with i know that i mean i know this isn t your fault ,2.9761904761904763,21.0,42,14,5,0,2,10.5,1,0.023809523809523808
6851,Ses04M_impro05_F024,No one can make the three check thing happen 'cause we don't do that.,fru,no one can make the three check thing happen cause we don t do that .,3.375,16.0,16,3,2,0,1,5.333333333333333,0,0.0
6852,Ses04M_impro05_F025,I can write you the one check.,fru,i can write you the one check .,3.0,8.0,8,1,0,0,1,4.0,0,0.0
6853,Ses04M_impro05_M026,but I need to speak to somebody who can make the three check thing happen.,ang,but i need to speak to somebody who can make the three check thing happen .,3.75,16.0,16,4,1,0,1,4.0,0,0.0
6854,Ses04M_impro05_F026,All- all that my supervisor could do is the exact same thing that I'm offering to do.,fru,all all that my supervisor could do is the exact same thing that i m offering to do .,3.526315789473684,19.0,19,5,3,0,1,6.333333333333333,0,0.0
6855,Ses04M_impro05_M027,"But what I'm talk -- but I'm just,just- please let me--",fru,but what i m talk but i m just just please let me ,2.8461538461538463,13.0,13,4,1,0,1,13.0,0,0.0
6856,Ses04M_impro05_M028,But if I could just speak directly -- if I could just speak directly to your-- to your superior person,fru,but if i could just speak directly if i could just speak directly to your to your superior person,4.157894736842105,19.0,19,2,1,0,1,3.1666666666666665,0,0.0
6857,Ses04M_impro05_F027,"I'd be happy to give you a cup of coffee, too.",fru,i d be happy to give you a cup of coffee too .,2.6153846153846154,13.0,13,3,1,0,1,3.25,0,0.0
6858,Ses04M_impro05_F028,We'll just throw that in--gratuitously.,fru,we ll just throw that in gratuitously .,4.0,8.0,8,2,0,0,1,4.0,1,0.125
6859,Ses04M_impro05_M029,then that would be helpful to me because I just feel like if- you don't think you have the power to write three checks but you actually do. see?,fru,then that would be helpful to me because i just feel like if you don t think you have the power to write three checks but you actually do . see ?,3.5625,16.0,32,8,2,0,2,6.4,0,0.0
6860,Ses04M_impro05_F029,"No, I don't. See, I could lose my job if I did that.",fru,no i don t . see i could lose my job if i did that .,2.3125,16.0,16,3,1,0,1,8.0,0,0.0
6861,Ses04M_impro05_M030,But your job is not my concern. My concern is getting my luggage.,fru,but your job is not my concern . my concern is getting my luggage .,3.533333333333333,7.5,15,3,0,0,2,3.75,0,0.0
6862,Ses04M_impro05_F030,And your bag is not my concern.,fru,and your bag is not my concern .,3.125,8.0,8,1,0,0,1,4.0,0,0.0
6863,Ses04M_impro05_F031,The fifty dollars I'm going to give you for your bag is really all I'm concerned with.,fru,the fifty dollars i m going to give you for your bag is really all i m concerned with .,3.4,20.0,20,5,3,0,1,4.0,0,0.0
6864,Ses04M_impro05_M031,"Look, I don't -- look, can we just not argue about this.  Like--",fru,look i don t look can we just not argue about this . like ,3.142857142857143,7.0,14,2,2,0,2,14.0,0,0.0
6865,Ses04M_impro05_F032,I'm more than happy to not argue about it.  I will give you your fifty dollar certificate.,fru,i m more than happy to not argue about it . i will give you your fifty dollar certificate .,3.6,10.0,20,4,3,0,2,3.3333333333333335,0,0.0
6866,Ses04M_impro05_F033,You can go ahead and go fill out the form. We'll look for your bag.,fru,you can go ahead and go fill out the form . we ll look for your bag .,2.888888888888889,9.0,18,4,0,0,2,4.5,0,0.0
6867,Ses04M_impro05_M032,So what if- what if we- what if we do three forms,fru,so what if what if we what if we do three forms,3.0,12.0,12,1,0,0,1,12.0,0,0.0
6868,Ses04M_impro05_M033,with different names on them? That-,fru,with different names on them ? that ,4.142857142857143,3.5,7,0,1,0,2,3.5,0,0.0
6869,Ses04M_impro05_F034,Then that would be lying.,fru,then that would be lying .,3.5,6.0,6,2,0,0,1,6.0,0,0.0
6870,Ses04M_impro05_M034,"but, no. See, 'cause",fru,but no . see cause,2.8,2.5,5,1,0,0,2,0.0,0,0.0
6871,Ses04M_impro05_M035,if we have three forms then I can get the hundred and fifty.,fru,if we have three forms then i can get the hundred and fifty .,3.4285714285714284,14.0,14,3,0,0,1,4.666666666666667,0,0.0
6872,Ses04M_impro05_F035,I'm sorry.  We can only issue one fifty dollar certificate to cover the lost bag for one person.,fru,i m sorry . we can only issue one fifty dollar certificate to cover the lost bag for one person .,3.6666666666666665,10.5,21,2,3,0,2,2.3333333333333335,0,0.0
6873,Ses04M_impro05_M036,"Just please, will you please just work with me here? Just -- all I'm asking you to do is just work with me. I know -- I know that you get lots of people all day long who give you shit, give you crap, but",fru,just please will you please just work with me here ? just all i m asking you to do is just work with me . i know i know that you get lots of people all day long who give you shit give you crap but,3.282608695652174,15.333333333333334,46,14,1,0,3,5.111111111111111,1,0.021739130434782608
6874,Ses04M_impro05_F036,"I understand you're frustrated, but--",neu,i understand you re frustrated but ,4.833333333333333,6.0,6,3,0,0,1,3.0,0,0.0
6875,Ses04M_impro05_M037,"um, you know, I -- this is my bag and I need the hundred and fifty dollars. Please.",fru,um you know i this is my bag and i need the hundred and fifty dollars . please .,3.263157894736842,9.5,19,5,1,0,2,4.75,1,0.05263157894736842
6876,Ses04M_impro05_F037,I know. I understand it's personal-- It's personal to you. I get that.,neu,i know . i understand it s personal it s personal to you . i get that .,3.0,6.0,18,6,3,0,3,6.0,0,0.0
6877,Ses04M_impro05_M038,Please.,ang,please .,3.5,2.0,2,0,0,0,1,0.0,0,0.0
6878,Ses04M_impro05_F038,"But if you want to just sit down, you know, maybe have a cup of tea, calm down a little bit, we'll go ahead and we'll do what we can for you. you okey",fru,but if you want to just sit down you know maybe have a cup of tea calm down a little bit we ll go ahead and we ll do what we can for you . you okey,3.0,18.5,37,10,1,0,2,6.166666666666667,1,0.02702702702702703
6879,Ses04M_impro05_M039,"I'm already calm. Okay, I'm calm. I'm calm.",ang,i m already calm . okay i m calm . i m calm .,2.2857142857142856,4.666666666666667,14,2,5,0,3,4.666666666666667,0,0.0
6880,Ses04M_impro05_M040,"Just all I need you to do is just fill out three forms and I'll leave you alone forever, forever.  I'll never -- we'll never see each other again.",fru,just all i need you to do is just fill out three forms and i ll leave you alone forever forever . i ll never we ll never see each other again .,3.3636363636363638,16.5,33,10,2,0,2,6.6,0,0.0
6881,Ses04M_impro05_F039,"And I'm looking forward to that.  However, I can't do that. I would lose my job.",fru,and i m looking forward to that . however i can t do that . i would lose my job .,2.9047619047619047,7.0,21,6,1,0,3,7.0,0,0.0
6882,Ses04M_impro05_M041,But that's not going to-- But you don't understand. You're looking forward to never seeing me again.,fru,but that s not going to but you don t understand . you re looking forward to never seeing me again .,3.590909090909091,11.0,22,6,1,0,2,11.0,0,0.0
6883,Ses04M_impro05_F040,"Oh, yes.",fru,oh yes .,2.0,3.0,3,0,0,0,1,0.0,0,0.0
6884,Ses04M_impro05_M042,But never seeing me again is not going to happen until you give me the three checks.,fru,but never seeing me again is not going to happen until you give me the three checks .,3.7777777777777777,18.0,18,5,0,0,1,6.0,0,0.0
6885,Ses04M_impro05_F041,"I'm sorry, really.  But--",fru,i m sorry really . but ,2.8333333333333335,3.0,6,0,1,0,2,6.0,0,0.0
6886,Ses04M_impro05_M043,I don't -- I'm not- I'm not convinced.,fru,i don t i m not i m not convinced .,2.272727272727273,11.0,11,3,2,1,1,11.0,0,0.0
6887,Ses04M_impro05_F042,That I'm sorry?,fru,that i m sorry ?,2.4,5.0,5,0,1,0,1,5.0,0,0.0
6888,Ses04M_impro05_M044,"Yeah.  If you were really sorry, you'd give me the three checks.",ang,yeah . if you were really sorry you d give me the three checks .,3.3333333333333335,7.5,15,3,1,0,2,5.0,0,0.0
6889,Ses04M_impro05_M045,"So why don't we just do that and stop this nonsense, hmm?  Hmm?",ang,so why don t we just do that and stop this nonsense hmm ? hmm ?,3.0,8.0,16,2,1,0,2,8.0,2,0.125
6890,Ses04M_impro06_F000,"Hey, how you doing?",sad,hey how you doing ?,3.0,5.0,5,2,0,0,1,5.0,0,0.0
6891,Ses04M_impro06_F001,I'm sorry.,sad,i m sorry .,2.0,4.0,4,0,1,0,1,4.0,0,0.0
6892,Ses04M_impro06_M000,Thanks.,sad,thanks .,3.5,2.0,2,0,0,0,1,0.0,0,0.0
6893,Ses04M_impro06_F002,"I know- I know there's nothing I can say that will really help, but--",sad,i know i know there s nothing i can say that will really help but ,3.4,15.0,15,4,1,0,1,0.0,0,0.0
6894,Ses04M_impro06_M001,"I know.  I just -- I don't know.  It's just weird because you have somebody who's, you know,",sad,i know . i just i don t know . it s just weird because you have somebody who s you know ,3.0,7.333333333333333,22,9,2,0,3,22.0,0,0.0
6895,Ses04M_impro06_M002,a major part of your life and then they're gone.  And I don't know.  That's not really -- it's never really happened to me before.,sad,a major part of your life and then they re gone . and i don t know . that s not really it s never really happened to me before .,3.161290322580645,10.333333333333334,31,7,2,1,3,7.75,0,0.0
6896,Ses04M_impro06_F003,I'm sorry.  It's never easy.,sad,i m sorry . it s never easy .,2.3333333333333335,4.5,9,1,2,0,2,4.5,0,0.0
6897,Ses04M_impro06_M003,Yeah.,sad,yeah .,2.5,2.0,2,0,0,0,1,0.0,0,0.0
6898,Ses04M_impro06_F004,"But, I'm here if there's anything you need.  I mean, you just have to ask.  I know --",sad,but i m here if there s anything you need . i mean you just have to ask . i know ,2.857142857142857,7.0,21,7,1,0,3,0.0,0,0.0
6899,Ses04M_impro06_M004,Thanks.,sad,thanks .,3.5,2.0,2,0,0,0,1,0.0,0,0.0
6900,Ses04M_impro06_F005,--it doesn't really do anything.  But--,sad, it doesn t really do anything . but ,3.5,4.0,8,2,0,0,2,0.0,0,0.0
6901,Ses04M_impro06_M005,I just -- it's just not fair.,sad,i just it s just not fair .,2.5,8.0,8,1,1,0,1,8.0,0,0.0
6902,Ses04M_impro06_F006,I know.  It never is.,sad,i know . it never is .,2.2857142857142856,3.5,7,2,0,0,2,0.0,0,0.0
6903,Ses04M_impro06_F007,"How's, um -- how's his parents doing?",sad,how s um how s his parents doing ?,2.888888888888889,9.0,9,2,2,0,1,9.0,1,0.1111111111111111
6904,Ses04M_impro06_M006,"I mean, they're, you know, they're upset.  It's like you know, they",sad,i mean they re you know they re upset . it s like you know they,3.0,8.0,16,6,2,0,2,16.0,0,0.0
6905,Ses04M_impro06_M007,feel the same way everybody else does.,sad,feel the same way everybody else does .,4.0,8.0,8,2,1,0,1,8.0,0,0.0
6906,Ses04M_impro06_F008,"I mean, what do you want to do?  Do you want to- do you want to talk about it?  Do you-",sad,i mean what do you want to do ? do you want to do you want to talk about it ? do you ,2.6956521739130435,7.666666666666667,23,10,1,0,3,23.0,0,0.0
6907,Ses04M_impro06_M008,"[BREATHING] I mean, there's nothing really to talk about.  He's gone and I'll never see him again.",sad, breathing i mean there s nothing really to talk about . he s gone and i ll never see him again .,3.409090909090909,11.0,22,7,3,1,2,11.0,0,0.0
6908,Ses04M_impro06_F009,"Well I know it's not a lot of help or anything, but at least you got to know him.  I mean, at least you had the time with him that you did.",sad,well i know it s not a lot of help or anything but at least you got to know him . i mean at least you had the time with him that you did .,2.9714285714285715,17.5,35,7,2,0,2,17.5,0,0.0
6909,Ses04M_impro06_M009,Yeah.,sad,yeah .,2.5,2.0,2,0,0,0,1,0.0,0,0.0
6910,Ses04M_impro06_F010,"I mean, we can be grateful for that.",sad,i mean we can be grateful for that .,3.111111111111111,9.0,9,2,2,0,1,9.0,0,0.0
6911,Ses04M_impro06_M010,"Yeah, I don't know.  Sometimes I wish I didn't know him.  So I wouldn't--",sad,yeah i don t know . sometimes i wish i didn t know him . so i wouldn t ,2.736842105263158,6.333333333333333,19,5,3,0,3,19.0,0,0.0
6912,Ses04M_impro06_F011,You feel that way now because you're upset.  But you don't really think that.,sad,you feel that way now because you re upset . but you don t really think that .,3.388888888888889,9.0,18,4,2,0,2,9.0,0,0.0
6913,Ses04M_impro06_F012,"It'll get better.  I know it doesn't help, but it will get better and you will remember all of the good things that you guys had; all of the memories that you have with him that were happy and you'll be grateful for those.",sad,it ll get better . i know it doesn t help but it will get better and you will remember all of the good things that you guys had all of the memories that you have with him that were happy and you ll be grateful for those .,3.5306122448979593,24.5,49,12,6,0,2,8.166666666666666,1,0.02040816326530612
6914,Ses04M_impro06_M011,This is just -- this is a terrible life.  I just don't understand.,sad,this is just this is a terrible life . i just don t understand .,3.3333333333333335,7.5,15,4,2,0,2,5.0,0,0.0
6915,Ses04M_impro06_F013,"Just life, in general?",xxx,just life in general ?,3.6,5.0,5,0,1,0,1,2.5,0,0.0
6916,Ses04M_impro06_M012,"I mean, it's just not fair.  Like, I don't know.  Why people -",sad,i mean it s just not fair . like i don t know . why people ,2.6875,5.333333333333333,16,4,3,0,3,16.0,0,0.0
6917,Ses04M_impro06_M013,"there should just be some sort of rule that people don't die until they're older, 'cause then, at least, it's expected.",sad,there should just be some sort of rule that people don t die until they re older cause then at least it s expected .,3.68,25.0,25,4,3,1,1,6.25,0,0.0
6918,Ses04M_impro06_F014,"I agree.  If I knew how to make that happen, I would certainly help you.",sad,i agree . if i knew how to make that happen i would certainly help you .,3.2941176470588234,8.5,17,4,2,0,2,4.25,0,0.0
6919,Ses04M_impro06_M014,I don't know what to do.,sad,i don t know what to do .,2.25,8.0,8,3,1,0,1,0.0,0,0.0
6920,Ses04M_impro06_F015,"When's the service? Can- can we help?  Is there anything, I mean--",sad,when s the service ? can can we help ? is there anything i mean ,3.2666666666666666,5.0,15,3,1,0,3,15.0,0,0.0
6921,Ses04M_impro06_M015,"I mean, you- you can go.  I don't know.  I don't know what else.",sad,i mean you you can go . i don t know . i don t know what else .,2.3684210526315788,6.333333333333333,19,6,3,0,3,0.0,0,0.0
6922,Ses04M_impro06_M016,I hope it rains.  Somehow that'll make me feel more comfortable.,sad,i hope it rains . somehow that ll make me feel more comfortable .,3.7142857142857144,7.0,14,4,2,0,2,2.8,0,0.0
6923,Ses04M_impro06_F016,"Seems like if the whole world's sad, then it's okay for you to be.",sad,seems like if the whole world s sad then it s okay for you to be .,2.9411764705882355,17.0,17,3,2,0,1,8.5,0,0.0
6924,Ses04M_impro06_M017,Yeah.,sad,yeah .,2.5,2.0,2,0,0,0,1,0.0,0,0.0
6925,Ses04M_impro06_M018,I just wish there was some way to just bring him back to life magically.,sad,i just wish there was some way to just bring him back to life magically .,3.625,16.0,16,3,0,0,1,3.2,0,0.0
6926,Ses04M_impro06_F017,I know.,sad,i know .,2.0,3.0,3,1,0,0,1,0.0,0,0.0
6927,Ses04M_impro06_M019,"Just, you know, some thing; some genie. I need to find a genie bottle.",sad,just you know some thing some genie . i need to find a genie bottle .,3.375,8.0,16,4,1,0,2,4.0,2,0.125
6928,Ses04M_impro06_F018,"I don't have any magic answers.  But,",sad,i don t have any magic answers . but ,3.111111111111111,4.5,9,2,2,0,2,4.5,0,0.0
6929,Ses04M_impro06_F019,"I mean, as- as cliche as it is, as long as people who loved him remember him, then it's not a waste, you know.",sad,i mean as as cliche as it is as long as people who loved him remember him then it s not a waste you know .,3.1153846153846154,26.0,26,6,1,0,1,5.2,1,0.038461538461538464
6930,Ses04M_impro06_M020,I know.,sad,i know .,2.0,3.0,3,1,0,0,1,0.0,0,0.0
6931,Ses04M_impro07_M000,"Alright, so you're not going to believe this.  But I went home today. I looked through the mail.  And I got an acceptance letter from U.S.C..",exc,alright so you re not going to believe this . but i went home today . i looked through the mail . and i got an acceptance letter from u .s .c . .,3.2941176470588234,6.8,34,6,3,0,5,4.25,0,0.0
6932,Ses04M_impro07_F000,"What, no way.",sur,what no way .,2.5,4.0,4,0,0,0,1,0.0,0,0.0
6933,Ses04M_impro07_M001,I'm going to U.S.C.. Yeah.,exc,i m going to u .s .c . . yeah .,1.9090909090909092,11.0,11,3,0,0,1,0.0,0,0.0
6934,Ses04M_impro07_F001,Really?,sur,really ?,3.5,2.0,2,0,0,0,1,0.0,0,0.0
6935,Ses04M_impro07_M002,"Yeah, yeah.",exc,yeah yeah .,3.0,3.0,3,0,0,0,1,0.0,0,0.0
6936,Ses04M_impro07_F002,I didn't even,exc,i didn t even,2.5,4.0,4,1,0,0,1,0.0,0,0.0
6937,Ses04M_impro07_F003,know you applied to U.S.C..,exc,know you applied to u .s .c . .,2.5555555555555554,4.5,9,3,0,0,2,9.0,0,0.0
6938,Ses04M_impro07_M003,"I did.  I did. I've -- yeah, I applied to U.S.C..  I mean, it's really expensive but",exc,i did . i did . i ve yeah i applied to u .s .c . . i mean it s really expensive but,2.5,8.0,24,7,3,0,3,12.0,0,0.0
6939,Ses04M_impro07_M004,it's a really good school.  So,exc,it s a really good school . so,2.875,4.0,8,1,1,0,2,8.0,0,0.0
6940,Ses04M_impro07_M005,"Um, um- yeah, I'm just -- I'm really excited 'cause I don't know.  It's like a whole -- I mean, it's just like, I've been really -- I wanted to go there ever since I was a kid.  So now I actually am and it's awesome.  It's a really nice campus.  Oh, you've been there.",xxx,um um yeah i m just i m really excited cause i don t know . it s like a whole i mean it s just like i ve been really i wanted to go there ever since i was a kid . so now i actually am and it s awesome . it s a really nice campus . oh you ve been there .,2.8484848484848486,13.2,66,18,7,0,5,11.0,3,0.045454545454545456
6941,Ses04M_impro07_F004,"That's amazing.  I've seen it on TV. Um, Wow.  I mean, well what are you going to major in?  What are you going to do?",exc,that s amazing . i ve seen it on tv . um wow . i mean well what are you going to major in ? what are you going to do ?,2.71875,6.4,32,9,4,0,5,8.0,3,0.09375
6942,Ses04M_impro07_M006,"Um, I'm thinking a history and geology minor.",xxx,um i m thinking a history and geology minor .,3.6,10.0,10,2,1,0,1,3.3333333333333335,1,0.1
6943,Ses04M_impro07_F005,Wow.,xxx,wow .,2.0,2.0,2,0,0,0,1,2.0,1,0.5
6944,Ses04M_impro07_M007,"Yeah.  I like to know about history, 'cause, you know, it's- it's just so relevant to the present.",hap,yeah . i like to know about history cause you know it s it s just so relevant to the present .,3.3181818181818183,11.0,22,4,2,0,2,7.333333333333333,0,0.0
6945,Ses04M_impro07_F006,Right.,exc,right .,3.0,2.0,2,0,0,0,1,0.0,0,0.0
6946,Ses04M_impro07_M008,Yeah.,hap,yeah .,2.5,2.0,2,0,0,0,1,0.0,0,0.0
6947,Ses04M_impro07_F007,Yes.,exc,yes .,2.0,2.0,2,0,0,0,1,0.0,0,0.0
6948,Ses04M_impro07_M009,"And, uh-",hap,and uh ,2.5,2.0,2,0,0,0,1,2.0,1,0.5
6949,Ses04M_impro07_F008,Is U.S.C. known for its history program?,exc,is u .s .c . known for its history program ?,3.090909090909091,5.5,11,2,1,0,2,5.5,0,0.0
6950,Ses04M_impro07_M010,"Um, you know, I don't think so.  But I think that, you know, it's still a private school",hap,um you know i don t think so . but i think that you know it s still a private school,3.0476190476190474,10.5,21,6,4,0,2,10.5,1,0.047619047619047616
6951,Ses04M_impro07_M011,"and right you know it's still- and then, you know, I mean-",hap,and right you know it s still and then you know i mean ,3.230769230769231,13.0,13,4,1,0,1,0.0,0,0.0
6952,Ses04M_impro07_F009,I know.  It's a great school and you know,exc,i know . it s a great school and you know,2.8181818181818183,5.5,11,3,1,0,2,5.5,0,0.0
6953,Ses04M_impro07_M012,"I'm guessing, you know it's like I I checked it out.  And, like, they have a decent history program.",hap,i m guessing you know it s like i i checked it out . and like they have a decent history program .,3.3043478260869565,11.5,23,7,2,0,2,4.6,0,0.0
6954,Ses04M_impro07_F010,It's all about the connections,exc,it s all about the connections,4.166666666666667,6.0,6,1,0,0,1,6.0,0,0.0
6955,Ses04M_impro07_M013,"So -- and like the geology just is awesome.  It rocks, no pun intended. [LAUGHTER]",hap,so and like the geology just is awesome . it rocks no pun intended . laughter ,3.875,5.333333333333333,16,3,1,0,3,3.2,1,0.0625
6956,Ses04M_impro07_F011,"Oh, you did not just say that.",hap,oh you did not just say that .,2.875,8.0,8,2,0,0,1,0.0,0,0.0
6957,Ses04M_impro07_M014,"Um, but, uh- anyway -- yeah, so that's awesome, though, because you live here and then we're not going to be separated by me going to some other school",exc,um but uh anyway yeah so that s awesome though because you live here and then we re not going to be separated by me going to some other school,3.7666666666666666,30.0,30,7,5,0,1,6.0,2,0.06666666666666667
6958,Ses04M_impro07_F012,I know.  You're going to be so close.,exc,i know . you re going to be so close .,2.5454545454545454,5.5,11,4,1,0,2,11.0,0,0.0
6959,Ses04M_impro07_M015,"And, uh, it's just really exciting.  I- You know, I'm -- just I want to- I want to share this special happy moment with you. It's awesome",exc,and uh it s just really exciting . i you know i m just i want to i want to share this special happy moment with you . it s awesome,3.225806451612903,10.333333333333334,31,7,5,0,3,4.428571428571429,1,0.03225806451612903
6960,Ses04M_impro07_F013,I'm glad you did.,exc,i m glad you did .,2.1666666666666665,6.0,6,2,2,0,1,6.0,0,0.0
6961,Ses04M_impro07_M016,So um,xxx,so um,2.0,2.0,2,0,1,0,1,0.0,1,0.5
6962,Ses04M_impro07_F014,"That's great.  I mean, I'm really glad you're not going to go anywhere.  You'll still be here.",exc,that s great . i mean i m really glad you re not going to go anywhere . you ll still be here .,2.9583333333333335,8.0,24,8,4,0,3,12.0,0,0.0
6963,Ses04M_impro07_M017,"Yeah, yeah, yeah.  We're only going to be like twenty minutes apart.",xxx,yeah yeah yeah . we re only going to be like twenty minutes apart .,3.533333333333333,7.5,15,3,1,0,2,7.5,0,0.0
6964,Ses04M_impro07_F015,Everything in LA is twenty minutes away.,exc,everything in la is twenty minutes away .,4.25,8.0,8,1,1,0,1,2.6666666666666665,0,0.0
6965,Ses04M_impro07_M018,"Exactly. It's more like twenty five. Twenty five, half an hour,",xxx,exactly . it s more like twenty five . twenty five half an hour ,3.5714285714285716,4.666666666666667,14,1,0,0,3,3.5,0,0.0
6966,Ses04M_impro07_F016,Give or take. [LAUGHTER],exc,give or take . laughter ,3.8,2.5,5,2,0,0,2,2.5,0,0.0
6967,Ses04M_impro07_M019,"But, uh, yeah, so I'm really excited. I can't wait- can't wait to go.  I have to go to orientation,",xxx,but uh yeah so i m really excited . i can t wait can t wait to go . i have to go to orientation ,2.84,8.333333333333334,25,8,2,0,3,5.0,1,0.04
6968,Ses04M_impro07_F017,Well congratulations.,exc,well congratulations .,6.666666666666667,3.0,3,0,0,0,1,3.0,0,0.0
6969,Ses04M_impro07_M020,"umm, and I'm going to check out school and get, you know, check out the courses",exc,umm and i m going to check out school and get you know check out the courses,3.5294117647058822,17.0,17,5,2,0,1,4.25,1,0.058823529411764705
6970,Ses04M_impro07_M021,find out all this stuff.  And- and I don't know.  I think I'm going to try to live in a dorm.,exc,find out all this stuff . and and i don t know . i think i m going to try to live in a dorm .,2.6153846153846154,8.666666666666666,26,8,3,0,3,6.5,1,0.038461538461538464
6971,Ses04M_impro07_F018,Yeah.,exc,yeah .,2.5,2.0,2,0,0,0,1,0.0,0,0.0
6972,Ses04M_impro07_M022,"'Cause, you know, it's like you get to know a lot of people in the dorms and.",xxx, cause you know it s like you get to know a lot of people in the dorms and .,3.0,19.0,19,4,0,0,1,9.5,1,0.05263157894736842
6973,Ses04M_impro07_F019,"Yeah, and then you got that whole communal shower thing which is really appealing.",xxx,yeah and then you got that whole communal shower thing which is really appealing .,4.533333333333333,15.0,15,3,2,0,1,5.0,0,0.0
6974,Ses04M_impro07_M023,Well I'll have flip flops for that.  That's not  some- It's not a problem.,xxx,well i ll have flip flops for that . that s not some it s not a problem .,2.8947368421052633,9.5,19,5,0,0,2,6.333333333333333,2,0.10526315789473684
6975,Ses04M_impro07_F020,"Okay. Well, that's a good plan. Shower shoes. Two thumbs up.",xxx,okay . well that s a good plan . shower shoes . two thumbs up .,3.0,4.0,16,2,2,0,4,4.0,0,0.0
6976,Ses04M_impro07_M024,"Yeah, yeah.  But um, so, yeah.  So it's pretty sweet, huh?  You should go there, too.",xxx,yeah yeah . but um so yeah . so it s pretty sweet huh ? you should go there too .,2.9047619047619047,5.25,21,2,3,0,4,10.5,2,0.09523809523809523
6977,Ses04M_impro07_F021,Wow. I- I was looking at U.C.L.A.,xxx,wow . i i was looking at u .c .l .a .,2.1666666666666665,6.0,12,2,1,0,2,12.0,1,0.08333333333333333
6978,Ses04M_impro07_M025,"Ouch.  That's, um -- oh, wow.",neu,ouch . that s um oh wow .,2.25,4.0,8,0,2,0,2,4.0,3,0.375
6979,Ses04M_impro07_F022,"But, congrats on the U.S.C. thing.",exc,but congrats on the u .s .c . thing .,2.8,5.0,10,0,1,0,2,10.0,1,0.1
6980,Ses04M_impro07_M026,"No, no, I mean, I didn't know -- I didn't know that about you. Um, I feel like --",neu,no no i mean i didn t know i didn t know that about you . um i feel like ,2.65,10.0,20,6,4,0,2,20.0,1,0.05
6981,Ses04M_impro07_F023,"The -- what, the- I mean--",neu,the what the i mean ,3.0,5.0,5,1,0,0,1,0.0,0,0.0
