filename,text,emotion,processed_text
Ses05F_impro03_F028,I know,hap,i know
Ses05F_impro03_M029,"And the chances, what are the chances of meeting somebody in Africa and then coming back to Chicago?",xxx,and the chances what are the chances of meeting somebody in africa and then coming back to chicago ?
Ses05F_impro03_F029,"Right, being like oh, where are you from?  The U.S.  Where in the U.S.?  Chicago.  Where in Chicago?",hap,right being like oh where are you from ? the u .s . where in the u .s . ? chicago . where in chicago ?
Ses05F_impro03_M030,[LAUGHTER] I am sil,hap, laughter i am sil
Ses05F_impro03_F030,"Knowing the neighborhood.  Yeah, it's pretty bizarre.",hap,knowing the neighborhood . yeah it s pretty bizarre .
Ses05F_impro03_M031,And now you're getting married.,exc,and now you re getting married .
Ses05F_impro03_F031,Yeah.,hap,yeah .
Ses05F_impro03_M032,That is amazing.  You must be so excited.  Did you tell your mom?,exc,that is amazing . you must be so excited . did you tell your mom ?
Ses05F_impro03_F032,Mm-hmm.,hap,mm hmm .
Ses05F_impro03_M033,"Oh, did she cry?",exc,oh did she cry ?
Ses05F_impro03_F033,"Yeah, she loves him.",hap,yeah she loves him .
Ses05F_impro03_M034,"I knew it.  I knew it, of course she does.  How could you not love Mr. Peace Corps worker man?  He's the nicest guy ever.",xxx,i knew it . i knew it of course she does . how could you not love mr . peace corps worker man ? he s the nicest guy ever .
Ses05F_impro03_F034,"Yeah, she-yeah, that's my type.",hap,yeah she yeah that s my type .
Ses05F_impro03_M035,[BREATHING],exc, breathing 
Ses05F_impro03_M036,you.. I can't believe it.  I'm so happy for you.  This is exactly what you wanted.  It's your dream come true.,exc,you . . i can t believe it . i m so happy for you . this is exactly what you wanted . it s your dream come true .
Ses05F_impro03_F035,Thank you.,hap,thank you .
Ses05F_impro03_M037,"The exact right guy, I fully approve.  He's a wonderful guy.  We have a great time.  He can drink.  That's awesome.",exc,the exact right guy i fully approve . he s a wonderful guy . we have a great time . he can drink . that s awesome .
Ses05F_impro03_F036,[LAUGHTER],hap, laughter 
Ses05F_impro03_M038,[LAUGHTER],hap, laughter 
Ses05F_impro03_F037,"Yeah, we all have to hang out now.",exc,yeah we all have to hang out now .
Ses05F_impro03_M039,"Of course, of course she will ... of course she will.  Yeah, don't go and disappear like everyone else after they get married and I never see them again.  That'll make me mad.  You don't want to make me mad.  You know how I get when I get mad.",exc,of course of course she will . . . of course she will . yeah don t go and disappear like everyone else after they get married and i never see them again . that ll make me mad . you don t want to make me mad . you know how i get when i get mad .
Ses05F_impro03_F038,"I mean, I I have I have some duty to the man I was going to marry if nobody else came up.",xxx,i mean i i have i have some duty to the man i was going to marry if nobody else came up .
Ses05F_impro03_M040,Exactly.,hap,exactly .
Ses05F_impro03_M041,"Exactly, ""laugh"".",hap,exactly laugh .
Ses05F_impro03_F039,Sorry.,hap,sorry .
Ses05F_impro03_M042,"ahh I was always worried you'd be a little bit jealous of me, but I was never quite that lucky.",xxx,ahh i was always worried you d be a little bit jealous of me but i was never quite that lucky .
Ses05F_impro03_F040,There's still time for that.,hap,there s still time for that .
Ses05F_impro03_M043,"Oh, thanks. move here before you get married [LAUGHTER]",exc,oh thanks . move here before you get married laughter 
Ses05F_impro03_F041,[BREATHING],hap, breathing 
Ses05F_impro03_M044,"Perfect, okay, good. ""sigh""",exc,perfect okay good . sigh 
Ses05F_impro03_M045,"I don't feel so bad then.  Well, I'm excited for you.",exc,i don t feel so bad then . well i m excited for you .
Ses05F_impro03_F042,I know. I can't believe it.,exc,i know . i can t believe it .
Ses05F_impro03_M046,I can't believe it.,exc,i can t believe it .
Ses05F_impro03_F043,I am very excited,exc,i am very excited
Ses05F_impro03_M047,Who else have you told?,xxx,who else have you told ?
Ses05F_impro03_F044,Just a few people.,xxx,just a few people .
Ses05F_impro03_M048,Really?,xxx,really ?
Ses05F_impro03_F045,Just close friends so far.,xxx,just close friends so far .
Ses05F_impro03_M049,So I was one of the first ones? That makes me feel so important.,hap,so i was one of the first ones ? that makes me feel so important .
Ses05F_impro03_F046,I have to think about moving now.  We're going to move in together,hap,i have to think about moving now . we re going to move in together
Ses05F_impro03_M050,"Oh yeah, of course.",exc,oh yeah of course .
Ses05F_impro03_F047,I think it's a good idea to live together before you get married.,hap,i think it s a good idea to live together before you get married .
Ses05F_impro03_M051,"I think so, too.  Are you going to get a house or-",exc,i think so too . are you going to get a house or 
Ses05F_impro03_F048,"I don't want a house, I mean just-",hap,i don t want a house i mean just 
Ses05F_impro03_M052,No?,xxx,no ?
Ses05F_impro03_F049,L.A. apartment is fine.,hap,l .a . apartment is fine .
Ses05F_impro03_M053,"Oh, nice.",xxx,oh nice .
Ses05F_impro03_F050,yeah.,xxx,yeah .
Ses05F_impro03_M054,A good apartment. [BREATHING],xxx,a good apartment . breathing 
Ses05F_impro03_F051,"Two artists, though.  We're bound to be poor forever.",hap,two artists though . we re bound to be poor forever .
Ses05F_impro03_M055,"Yeah, how are you going to survive?",xxx,yeah how are you going to survive ?
Ses05F_impro03_M056,Exactly. Are you going to have kids?,xxx,exactly . are you going to have kids ?
Ses05F_impro03_F052,"Yeah, I think so.  I mean, not for a while.",xxx,yeah i think so . i mean not for a while .
Ses05F_impro03_M057,yeah.,hap,yeah .
Ses05F_impro03_M058,yeah.,hap,yeah .
Ses05F_impro03_F053,Definitely not for a while,hap,definitely not for a while
Ses05F_impro03_F054,yeah.,hap,yeah .
Ses05F_impro03_M059,"So now, I'm going to have to find somebody else to bear my children.",xxx,so now i m going to have to find somebody else to bear my children .
Ses05F_impro03_F055,[LAUGHTER] Good luck.,hap, laughter good luck .
Ses05F_impro03_M060,[LAUGHTER],hap, laughter 
Ses05F_impro03_M061,"Oh, thanks.  I'll need it.",hap,oh thanks . i ll need it .
Ses05F_impro03_F056,"You won't have trouble, You won't have trouble.",hap,you won t have trouble you won t have trouble .
Ses05F_impro03_M062,"Oh thanks, you're too nice",hap,oh thanks you re too nice
Ses05F_impro03_M063,just being polite now,hap,just being polite now
Ses05F_impro03_F057,"You should just approach her like that.  Hey, will you bear my children?",hap,you should just approach her like that . hey will you bear my children ?
Ses05F_impro03_M064,because I am not getting married.,hap,because i am not getting married .
Ses05F_impro03_M065,"Exactly, [LAUGHTER] I think that'll go over great, don't you?",hap,exactly laughter i think that ll go over great don t you ?
Ses05F_impro03_F058,"Yeah, totally.",hap,yeah totally .
Ses05F_impro03_M066,"That's what girls like, right?",hap,that s what girls like right ?
Ses05F_impro03_F059,Total turn on.,hap,total turn on .
Ses05F_impro03_M067,Would you mind popping out a few for me?,hap,would you mind popping out a few for me ?
Ses05F_impro03_F060,[LAUGHTER],hap, laughter 
Ses05F_impro03_M068,"That'd be great, thanks.",hap,that d be great thanks .
Ses05F_impro04_F000,"Brian, I need help.",sad,brian i need help .
Ses05F_impro04_M000,"Babe, I don't know what to tell you.  Don't give up.",neu,babe i don t know what to tell you . don t give up .
Ses05F_impro04_F001,I don't--I'm just--I'm thinking maybe I should move back home or something.  I don't I don't know what to do.  I can't - I cant keep living the way I'm living.,xxx,i don t i m just i m thinking maybe i should move back home or something . i don t i don t know what to do . i can t i cant keep living the way i m living .
Ses05F_impro04_M001,"Well, of course not, but what are you going to do if you move back home?  Are you going to be able to find a job there?",neu,well of course not but what are you going to do if you move back home ? are you going to be able to find a job there ?
Ses05F_impro04_F002,"I don't know.  I mean, what am I supposed to do? I've It's not for lack of effort.  I've been trying.",fru,i don t know . i mean what am i supposed to do ? i ve it s not for lack of effort . i ve been trying .
Ses05F_impro04_M002,"I wish I had some answers for you, babe.  I mean-I don't know what to tell you.",fru,i wish i had some answers for you babe . i mean i don t know what to tell you .
Ses05F_impro04_F003,How did you get a job?  What am I - What am I supposed to do?,fru,how did you get a job ? what am i what am i supposed to do ?
Ses05F_impro04_M003,I went to school and I got my degree.  And I got a job.,neu,i went to school and i got my degree . and i got a job .
Ses05F_impro04_F004,"I mean, I just don't--I don't know.  If you don't have a lot of qualification, where do you - where do you find work?  It's like L.A. is so frustrating because if you don't know somebody, you can't -you can't get a job.  It's impossible.  It's totally discriminatory.  You have to know somebody.",fru,i mean i just don t i don t know . if you don t have a lot of qualification where do you where do you find work ? it s like l .a . is so frustrating because if you don t know somebody you can t you can t get a job . it s impossible . it s totally discriminatory . you have to know somebody .
Ses05F_impro04_M004,Nothing's impossible.,neu,nothing s impossible .
Ses05F_impro04_F005,It's not fair.,fru,it s not fair .
Ses05F_impro04_M005,You have to be willing - You have to be willing to start you know at the bottom and work your way up. and,neu,you have to be willing you have to be willing to start you know at the bottom and work your way up . and
Ses05F_impro04_F006,That's fine.  I'd be willing to start anywhere.  I can't get a job.,fru,that s fine . i d be willing to start anywhere . i can t get a job .
Ses05F_impro04_M006,I,fru,i
Ses05F_impro04_F007,"I mean, on six seven and five an hour does not - does not pay the bills I mean.",fru,i mean on six seven and five an hour does not does not pay the bills i mean .
Ses05F_impro04_M007,"No, it doesn't pay the bills, but it would pay something.  And it would help you get somewhere else.",neu,no it doesn t pay the bills but it would pay something . and it would help you get somewhere else .
Ses05F_impro04_F008,I still can't live on in six seven and five.  It's not possible in Los Angeles.  Housing is too expensive.,ang,i still can t live on in six seven and five . it s not possible in los angeles . housing is too expensive .
Ses05F_impro04_M008,"and No, I understand, but you've got to start somewhere.  It's better than nothing and that's all you have.  You have nothing right now.",neu,and no i understand but you ve got to start somewhere . it s better than nothing and that s all you have . you have nothing right now .
Ses05F_impro04_F009,"I mean I can do the McDonald's thing for a while as humiliating as that is, but I mean then what?  I mean You can't exactly move up in that kind of industry.",fru,i mean i can do the mcdonald s thing for a while as humiliating as that is but i mean then what ? i mean you can t exactly move up in that kind of industry .
Ses05F_impro04_M009,"Wait, You can move up.  There's management programs in McDonalds and things like that.",neu,wait you can move up . there s management programs in mcdonalds and things like that .
Ses05F_impro04_F010,"Oh come on, that's not what I envisioned for myself. Honestly, would you settle for being a manager at McDonalds?",fru,oh come on that s not what i envisioned for myself . honestly would you settle for being a manager at mcdonalds ?
Ses05F_impro04_M010,"[GARBAGE] No, I wouldn't, but I--",neu, garbage no i wouldn t but i 
Ses05F_impro04_F011,This is humiliating.,fru,this is humiliating .
Ses05F_impro04_M011,"Well, you know what?  Life gets humili... humiliating at times.",neu,well you know what ? life gets humili . . . humiliating at times .
Ses05F_impro04_F012,"No, I don't I don't want to accept that.  I think that's bullshit.",fru,no i don t i don t want to accept that . i think that s bullshit .
Ses05F_impro04_M012,"Well, what are you going to do about it to make it different?",neu,well what are you going to do about it to make it different ?
Ses05F_impro04_F013,I don't know.  I feel like I've tried everything.,fru,i don t know . i feel like i ve tried everything .
Ses05F_impro04_M013,Have you?  There's got to be something else.,neu,have you ? there s got to be something else .
Ses05F_impro04_F014,Three years of going out every day--every day--and looking for a job and being constantly denied everywhere I go.,fru,three years of going out every day every day and looking for a job and being constantly denied everywhere i go .
Ses05F_impro04_M014,"I don't know what to tell you, babe. Maybe- Maybe you're right.  Maybe you do have to go someplace else.  I don't know, maybe it's just not meant to be here.  I mean I want you to-I don't want you to give up, but I mean I don't want you to move away, but at the same time, I don't like seeing you like this.",fru,i don t know what to tell you babe . maybe maybe you re right . maybe you do have to go someplace else . i don t know maybe it s just not meant to be here . i mean i want you to i don t want you to give up but i mean i don t want you to move away but at the same time i don t like seeing you like this .
Ses05F_impro04_F015,I'm just so scared to start over I mean.  I put so much time and energy into being here.,sad,i m just so scared to start over i mean . i put so much time and energy into being here .
Ses05F_impro04_F016,"Where am I supposed to go?  I mean, like what?",sad,where am i supposed to go ? i mean like what ?
Ses05F_impro04_M015,"If it's rent or something like that, I mean I can help you out a little bit, if- if that will help you you know stick with it.",neu,if it s rent or something like that i mean i can help you out a little bit if if that will help you you know stick with it .
Ses05F_impro04_F017,I don't know. Maybe I can take out a loan. I just- I need prospects and I don't feel like I have any.,sad,i don t know . maybe i can take out a loan . i just i need prospects and i don t feel like i have any .
Ses05F_impro04_M016,"Well, just don't give up. And there's- you know, You never know, something might be around the corner tomorrow.",neu,well just don t give up . and there s you know you never know something might be around the corner tomorrow .
Ses05F_impro04_F018,But that doesn't help me when I'm hungry now.,xxx,but that doesn t help me when i m hungry now .
Ses05F_impro04_M017,"Well, you know I'm not going to let you starve.",neu,well you know i m not going to let you starve .
Ses05F_impro04_F019,I'm just worried.,sad,i m just worried .
Ses05F_impro04_M018,"Of course, you're worried.  We're all worried.  I'm worried for you.  Everyone's always worried.  You know, I don't-maybe I have a job and yeah, it's a good job whatever and I'm happy, but it doesn't mean I'm going to have it tomorrow or the next day.  You never know what's going to happen.  Something crazy could happen tomorrow.	Something crazy can happen for you tomorrow and you'll get a job.  You never know.  You can walk up to somebody on the street and it'll be something great.  You've just got to be positive.  You're so negative all the time.",xxx,of course you re worried . we re all worried . i m worried for you . everyone s always worried . you know i don t maybe i have a job and yeah it s a good job whatever and i m happy but it doesn t mean i m going to have it tomorrow or the next day . you never know what s going to happen . something crazy could happen tomorrow . something crazy can happen for you tomorrow and you ll get a job . you never know . you can walk up to somebody on the street and it ll be something great . you ve just got to be positive . you re so negative all the time .
Ses05F_impro04_F020,It's three years.,fru,it s three years .
Ses05F_impro04_M019,"I understand, but you know what, you've been negative for three years.",fru,i understand but you know what you ve been negative for three years .
Ses05F_impro04_F021,Is that honestly what you think?,xxx,is that honestly what you think ?
Ses05F_impro04_M020,"It's the way it seems to me.  You started complaining about not being able to find a job the first day you went out and didn't find a job.  And I'm not saying like and not trying to you know put you down or anything, it's just that-",neu,it s the way it seems to me . you started complaining about not being able to find a job the first day you went out and didn t find a job . and i m not saying like and not trying to you know put you down or anything it s just that 
Ses05F_impro04_F022,That's really hard to hear.,sad,that s really hard to hear .
Ses05F_impro04_M021,"But it's true, babe.  You've got to be more positive about things.  Like- Have some faith in yourself.",fru,but it s true babe . you ve got to be more positive about things . like have some faith in yourself .
Ses05F_impro04_F023,I feel like I have faith and now faith is running thin because there is no money.,sad,i feel like i have faith and now faith is running thin because there is no money .
Ses05F_impro04_M022,"Well, exactly.  Money is not everything.",neu,well exactly . money is not everything .
Ses05F_impro04_F024,"Brian, I don't think you have a concept of what I mean by- by money.  I don't mean money like oh, I can't go get my hair and my nails done today, I mean like I can't eat.",fru,brian i don t think you have a concept of what i mean by by money . i don t mean money like oh i can t go get my hair and my nails done today i mean like i can t eat .
Ses05F_impro04_M023,You can.,fru,you can .
Ses05F_impro04_F025,"No, no, really, if I can't pay to live somewhere, I'm going to end up living in my car.",xxx,no no really if i can t pay to live somewhere i m going to end up living in my car .
Ses05F_impro04_M024,You know I would never let that happen.  I wouldn't let that happen.,neu,you know i would never let that happen . i wouldn t let that happen .
Ses05F_impro04_F026,I just-- I,fru,i just i
Ses05F_impro04_M025,"You can always stay with me if you- if you have to stay with me for a while and get yourself back up on your feet again.  You know I'm not just going to you know just throw you to the wolves or something like that.  If there's any way I can help you, I will.",neu,you can always stay with me if you if you have to stay with me for a while and get yourself back up on your feet again . you know i m not just going to you know just throw you to the wolves or something like that . if there s any way i can help you i will .
Ses05F_impro04_F027,"Well, thank you.",xxx,well thank you .
Ses05F_impro04_M026,But you have to keep trying.  You can't give up.,neu,but you have to keep trying . you can t give up .
Ses05F_impro04_F028,"Yeah, I don't intend to stop trying.  I just--I don't when is when enough is enough.",fru,yeah i don t intend to stop trying . i just i don t when is when enough is enough .
Ses05F_impro04_M027,"And you've got to think--well, ask yourself why are they not hiring you?",neu,and you ve got to think well ask yourself why are they not hiring you ?
Ses05F_impro04_F029,I don't know.,fru,i don t know .
Ses05F_impro04_M028,I mean are you going in for interviews?,neu,i mean are you going in for interviews ?
Ses05F_impro04_F030,"Yeah, and I look nice and I'm you know--",fru,yeah and i look nice and i m you know 
Ses05F_impro04_M029,Are you presenting-,neu,are you presenting 
Ses05F_impro04_F031,charismatic.,fru,charismatic .
Ses05F_impro04_M030,putting your best foot forward? or you,neu,putting your best foot forward ? or you
Ses05F_impro04_F032,"yah, to-totally, and I'm not--",fru,yah to totally and i m not 
Ses05F_impro04_M031,"Do they seem to like you? I mean, Can you get any read from them?",neu,do they seem to like you ? i mean can you get any read from them ?
Ses05F_impro04_F033,"Yeah, I always think so, but I- I just feel like it's a lot of lip service everywhere I go.",fru,yeah i always think so but i i just feel like it s a lot of lip service everywhere i go .
Ses05F_impro04_M032,Have you ever called them back and asked why you didn't get the job?,neu,have you ever called them back and asked why you didn t get the job ?
Ses05F_impro04_F034,"Yeah, I follow up.",fru,yeah i follow up .
Ses05F_impro04_M033,Do they give you any specifics as to why they didn't go with you?,neu,do they give you any specifics as to why they didn t go with you ?
Ses05F_impro04_F035,It's just like- it's a matter of-,fru,it s just like it s a matter of 
Ses05F_impro04_F036,"not tall enough, not pretty enough, not--you know how this place is.",fru,not tall enough not pretty enough not you know how this place is .
Ses05F_impro04_M034,"Yeah, I understand. maybe What jobs are we talking about?",neu,yeah i understand . maybe what jobs are we talking about ?
Ses05F_impro04_F037,"I mean, anything.",fru,i mean anything .
Ses05F_impro04_M035,Like- What's your ideal job?  What do you want to do?,neu,like what s your ideal job ? what do you want to do ?
Ses05F_impro04_F038,"Well, I'd like to be a working actor.",neu,well i d like to be a working actor .
Ses05F_impro04_M036,Of course.,neu,of course .
Ses05F_impro04_F039,But um--,neu,but um 
Ses05F_impro04_M037,"Everyone wants to be a working actor, but they all work at something else.",neu,everyone wants to be a working actor but they all work at something else .
Ses05F_impro04_F040,Yeah.,neu,yeah .
Ses05F_impro04_M038,So what's the something else?,neu,so what s the something else ?
Ses05F_impro04_F041,"Bartending, catering.",neu,bartending catering .
Ses05F_impro04_M039,"You can't get a catering gig?  Well, I can call some friends.  I- Well, I did call some friends before, but you went in once and then never went back.",neu,you can t get a catering gig ? well i can call some friends . i well i did call some friends before but you went in once and then never went back .
Ses05F_impro04_F042,Would you be willing to make some more calls on my behalf? I won't--I won't make you look bad.,sad,would you be willing to make some more calls on my behalf ? i won t i won t make you look bad .
Ses05F_impro04_M040,If I- If you- Will you stick with it?,neu,if i if you will you stick with it ?
Ses05F_impro04_F043,yeah.,neu,yeah .
Ses05F_impro04_M041,"Okay.  Okay, I'll call some people.",neu,okay . okay i ll call some people .
Ses05F_impro04_F044,Thank you.,neu,thank you .
Ses05F_impro04_M042,"But you've got to keep looking for other stuff. You've got to do it on your own, too.  Okay?",neu,but you ve got to keep looking for other stuff . you ve got to do it on your own too . okay ?
Ses05F_impro04_F045,"I will, I will.",neu,i will i will .
Ses05F_impro04_F046,"Yeah, thank you.",xxx,yeah thank you .
Ses05F_impro04_M043,You know I'll always help you.,neu,you know i ll always help you .
Ses05F_impro05_F000,"Hi,um- I think my baggage was lost, and I need to I guess file a claim or I don't know what.",neu,hi um i think my baggage was lost and i need to i guess file a claim or i don t know what .
Ses05F_impro05_M000,"Okay, what flight were you on?",neu,okay what flight were you on ?
Ses05F_impro05_F001,Um-Seventeen. Coming from --,neu,um seventeen . coming from 
Ses05F_impro05_M001,On what airline?,neu,on what airline ?
Ses05F_impro05_F002,It was Virgin Atlantic coming from London.,neu,it was virgin atlantic coming from london .
Ses05F_impro05_M002,"From London, okay. Um- And you went through all your proper checkpoints?",neu,from london okay . um and you went through all your proper checkpoints ?
Ses05F_impro05_F003,"Yeah, I don't know where it was lost.  I was coming from Africa, so.",fru,yeah i don t know where it was lost . i was coming from africa so .
Ses05F_impro05_M003,So you haven't seen your bags since Africa. You flew threw Heath Row to here.,neu,so you haven t seen your bags since africa . you flew threw heath row to here .
Ses05F_impro05_F004,Right.,neu,right .
Ses05F_impro05_F005,Yeah.,neu,yeah .
Ses05F_impro05_M004,"Okay.  Well, let me see here. I-",neu,okay . well let me see here . i 
Ses05F_impro05_M005,It seems like it went through Heath Row.  I see it here. uh-,neu,it seems like it went through heath row . i see it here . uh 
Ses05F_impro05_F006,That's good.,neu,that s good .
Ses05F_impro05_M006,But uh- I don't see it here in the airport yet. uh,neu,but uh i don t see it here in the airport yet . uh
Ses05F_impro05_M007,I'm not sure where it is.  We can absolutely keep an eye out for for it for you.,neu,i m not sure where it is . we can absolutely keep an eye out for for it for you .
Ses05F_impro05_F007,"Well, I can't leave without it. I mean, Could you find out?",neu,well i can t leave without it . i mean could you find out ?
Ses05F_impro05_M008,"Well, I'm not a miracle worker.  I don't know what I can do for you.  I don't have the bag right here.",neu,well i m not a miracle worker . i don t know what i can do for you . i don t have the bag right here .
Ses05F_impro05_F008,"Right, well can you get on the computer maybe and like track it down and see when it's going to get here?",fru,right well can you get on the computer maybe and like track it down and see when it s going to get here ?
Ses05F_impro05_M009,"Well, as I told you, it left Heath Row and it seems to have arrived here.  But if you can't find it, then-are you sure you know what your bag looks like?",neu,well as i told you it left heath row and it seems to have arrived here . but if you can t find it then are you sure you know what your bag looks like ?
Ses05F_impro05_F009,"Yes, sir, I know what my bag looks like.",fru,yes sir i know what my bag looks like .
Ses05F_impro05_M010,"Okay, and what is that?  What kind of bag is it?",neu,okay and what is that ? what kind of bag is it ?
Ses05F_impro05_F010,Um- It's a travel backpack.  It's green and gray.  It's got my name on it and my information.,neu,um it s a travel backpack . it s green and gray . it s got my name on it and my information .
Ses05F_impro05_M011,And you couldn't find it?,fru,and you couldn t find it ?
Ses05F_impro05_F011,"No, it didn't turn up at the baggage claim.",fru,no it didn t turn up at the baggage claim .
Ses05F_impro05_M012,Are you sure?,neu,are you sure ?
Ses05F_impro05_F012,I mean we've gone through all of this.  I've been to five people already who--,fru,i mean we ve gone through all of this . i ve been to five people already who 
Ses05F_impro05_M013,"Well, obviously, that wasn't me, so I'm going to have to ask you the same questions they asked you just so we can get to the same point.",fru,well obviously that wasn t me so i m going to have to ask you the same questions they asked you just so we can get to the same point .
Ses05F_impro05_F013,Okay.,fru,okay .
Ses05F_impro05_M014,"All right?  Now, um- it's green, travel bag, you couldn't find it.  And was there something important in it that you need it?",neu,all right ? now um it s green travel bag you couldn t find it . and was there something important in it that you need it ?
Ses05F_impro05_F014,"Yes, lots of really like -- sentimental value only, but--",fru,yes lots of really like sentimental value only but 
Ses05F_impro05_M015,Sentimental value.,neu,sentimental value .
Ses05F_impro05_F015,--really important stuff.,xxx, really important stuff .
Ses05F_impro05_M016,"Right.  Well, I don't know what to tell you. Um- What I can offer you is a fifty dollar voucher on your next flight.",neu,right . well i don t know what to tell you . um what i can offer you is a fifty dollar voucher on your next flight .
Ses05F_impro05_F016,"That's not going to cut it. Like, Really, I really need to get this bag back.",xxx,that s not going to cut it . like really i really need to get this bag back .
Ses05F_impro05_M017,"No, I understand. I mean. It's got to be tough all those sentimental things, but um- this is all I can do for you.",neu,no i understand . i mean . it s got to be tough all those sentimental things but um this is all i can do for you .
Ses05F_impro05_F017,Does this happen often?  Do they--you just lose baggage and you just offer people money for it?,fru,does this happen often ? do they you just lose baggage and you just offer people money for it ?
Ses05F_impro05_M018,"Well, you know, sometimes that's--really, I mean what else could we do?",neu,well you know sometimes that s really i mean what else could we do ?
Ses05F_impro05_F018,Uh- Not lose the baggage in the first place. I mean You're offering a service here. I paid so much money for that ticket.,ang,uh not lose the baggage in the first place . i mean you re offering a service here . i paid so much money for that ticket .
Ses05F_impro05_M019,"Well,",neu,well 
Ses05F_impro05_M020,Obviously ma'am.,fru,obviously ma am .
Ses05F_impro05_M021,"I am sorry, ma'am.",fru,i am sorry ma am .
Ses05F_impro05_M022,"Let's- Let's just relax for a moment, ma'am.  You understand, obviously, we're going to do everything we can to keep all of your luggage here.",neu,let s let s just relax for a moment ma am . you understand obviously we re going to do everything we can to keep all of your luggage here .
Ses05F_impro05_M023,"Obviously, we're not trying to lose your luggage.  Do you really believe that we're trying to lose your luggage ma'am?",neu,obviously we re not trying to lose your luggage . do you really believe that we re trying to lose your luggage ma am ?
Ses05F_impro05_F019,"No, but I mean like why can't- why can't you find it?  Where did it go?  Who lost it?",ang,no but i mean like why can t why can t you find it ? where did it go ? who lost it ?
Ses05F_impro05_M024,"Well, if I knew that, then I'd know where it was, wouldn't I?",xxx,well if i knew that then i d know where it was wouldn t i ?
Ses05F_impro05_F020,"Well, I just-I paid so much money for this ticket.  I feel like you guys should be able to get-to offer me more than a fifty dollar voucher.",ang,well i just i paid so much money for this ticket . i feel like you guys should be able to get to offer me more than a fifty dollar voucher .
Ses05F_impro05_M025,"Well, we're talking about one bag.  You personally made it here, didn't you?",neu,well we re talking about one bag . you personally made it here didn t you ?
Ses05F_impro05_F021,"Yeah, meaning I didn't die in a fiery plane crash.  How convenient, but um- I paid two thousand dollar to ride your airline, and I would really appreciate getting my bags there to my destination in one place.",ang,yeah meaning i didn t die in a fiery plane crash . how convenient but um i paid two thousand dollar to ride your airline and i would really appreciate getting my bags there to my destination in one place .
Ses05F_impro05_M026,That's what the cost of the ticket was for.,fru,that s what the cost of the ticket was for .
Ses05F_impro05_M027,"Ma'am, international flights are not cheap and there's many reasons for that.  It does not have solely to do with your baggage or-",fru,ma am international flights are not cheap and there s many reasons for that . it does not have solely to do with your baggage or 
Ses05F_impro05_F022,"Right, but part of the agreement is that I'm paying so that I can take myself and my belongings with me.",ang,right but part of the agreement is that i m paying so that i can take myself and my belongings with me .
Ses05F_impro05_M028,"Right. Yes, ma'am.",fru,right . yes ma am .
Ses05F_impro05_F023,And that you're going to transport them safely from one place to another.,ang,and that you re going to transport them safely from one place to another .
Ses05F_impro05_M029,"Right, and also if you'll read the fine print of your agreement you'll see that while we do bear some responsibility for lost luggage, it is a fifty dollar voucher.",fru,right and also if you ll read the fine print of your agreement you ll see that while we do bear some responsibility for lost luggage it is a fifty dollar voucher .
Ses05F_impro05_F024,"That's all you can offer me? I mean, my the stuff in there is worth way more than fifty dollar.",ang,that s all you can offer me ? i mean my the stuff in there is worth way more than fifty dollar .
Ses05F_impro05_M030,"Well, I understand that.  Did you buy flight insurance?",neu,well i understand that . did you buy flight insurance ?
Ses05F_impro05_F025,No.,xxx,no .
Ses05F_impro05_M031,"Well, my hands are really tied then.",neu,well my hands are really tied then .
Ses05F_impro05_F026,Why do I need flight insurance?  Why don't you guys just guarantee that you're going to get the stuff that I leave with to my destination?,fru,why do i need flight insurance ? why don t you guys just guarantee that you re going to get the stuff that i leave with to my destination ?
Ses05F_impro05_M032,"Well, it's like any kind of insurance.  You don't-when you get it, then you get more. You know, Like if you--",neu,well it s like any kind of insurance . you don t when you get it then you get more . you know like if you 
Ses05F_impro05_F027,"Right, but if I'm riding a bus, I don't need to buy luggage insurance that the backpack I take on is going to get to my destination with me.",fru,right but if i m riding a bus i don t need to buy luggage insurance that the backpack i take on is going to get to my destination with me .
Ses05F_impro05_M033,"Well, of course not because you've got your backpack with you the whole time.  Now, if you--you said this was a travel bag.  Why weren't you carrying it on if it was so important?",neu,well of course not because you ve got your backpack with you the whole time . now if you you said this was a travel bag . why weren t you carrying it on if it was so important ?
Ses05F_impro05_F028,Because they made me check it.  It's too heavy.,fru,because they made me check it . it s too heavy .
Ses05F_impro05_M034,"Uh, so it was really heavy.",neu,uh so it was really heavy .
Ses05F_impro05_F029,"So I would have carried it on, but they made me check it and then they lost it.",xxx,so i would have carried it on but they made me check it and then they lost it .
Ses05F_impro05_M035,"Well, you know what, it could still turn up, but until then I can offer you this fifty dollar voucher.",fru,well you know what it could still turn up but until then i can offer you this fifty dollar voucher .
Ses05F_impro05_F030,There's nothing else you can do?,fru,there s nothing else you can do ?
Ses05F_impro05_M036,"I'm sorry, ma'am, there's nothing else I can do.  My hands are really tied here.  I really wish there was something else I could do for you.",neu,i m sorry ma am there s nothing else i can do . my hands are really tied here . i really wish there was something else i could do for you .
Ses05F_impro05_F031,I don't believe that for a second.,ang,i don t believe that for a second .
Ses05F_impro05_M037,Well I don't know why you wouldn't believe that.,neu,well i don t know why you wouldn t believe that .
Ses05F_impro05_M038,"Obviously, I'm doing everything that I can here.",fru,obviously i m doing everything that i can here .
